cell	UMI_per_cell	total_reads	total_mapped	gene_mapped	mapped_reads_per_UMI
WASP0002279	2055	52409	24444	11270	11.8948905109489
WASP0002280	344	11564	2588	1079	7.52325581395349
WASP0002281	937	19217	10854	5004	11.5837780149413
WASP0002282	5922	118555	76994	36178	13.0013508949679
WASP0002283	2463	61192	30887	14300	12.5403978887536
WASP0002284	1964	46179	23653	11025	12.0432790224033
WASP0002286	1613	37485	19127	8942	11.8580285182889
WASP0002287	888	18828	11570	5148	13.0292792792793
WASP0002288	994	21139	11655	5330	11.7253521126761
WASP0002291	3288	130755	38574	16821	11.7317518248175
WASP0002293	1471	45459	16835	7437	11.4445955132563
WASP0002294	4344	149185	48286	21271	11.115561694291
WASP0002295	2236	64199	25440	11331	11.3774597495528
WASP0002296	488	14418	3380	1435	6.92622950819672
WASP0002297	866	29894	9903	4401	11.4353348729792
WASP0002299	521	15021	3526	1457	6.76775431861804
WASP0002301	707	14498	8009	3694	11.3281471004243
WASP0002302	516	10755	4908	2244	9.51162790697674
WASP0002303	2377	85549	23052	9989	9.69793857803955
WASP0002305	460	11980	4010	1835	8.71739130434783
WASP0002306	1205	32624	13708	6271	11.3759336099585
WASP0002307	624	18138	5541	2519	8.87980769230769
WASP0002308	3444	112431	43798	19857	12.7171893147503
WASP0002309	4517	188554	47584	20635	10.5344255036529
WASP0002310	912	21545	8910	4061	9.76973684210526
WASP0002312	4255	145372	50900	22648	11.9623971797885
WASP0002314	1692	39179	19321	8796	11.4190307328605
WASP0002315	1228	30885	16430	7425	13.3794788273616
WASP0002316	2055	60745	24162	10822	11.7576642335766
WASP0002317	4708	160100	53310	23627	11.3232795242141
WASP0002318	955	21335	9266	4201	9.70261780104712
WASP0002319	3620	85331	42979	19993	11.8726519337017
WASP0002320	3521	110324	40236	17977	11.427435387674
WASP0002321	3564	90729	45605	21053	12.7960157126824
WASP0002322	712	19281	6170	2788	8.66573033707865
WASP0002323	941	22946	10004	4440	10.6312433581297
WASP0002324	633	17796	4761	2052	7.52132701421801
WASP0002325	1494	41521	15993	7115	10.7048192771084
WASP0002326	1325	40646	14585	6528	11.0075471698113
WASP0002327	7047	209946	94812	41986	13.4542358450404
WASP0002328	1796	49408	22150	10163	12.3329621380846
WASP0002329	1814	47022	20915	9602	11.5297684674752
WASP0002330	2030	82382	21463	9468	10.5729064039409
WASP0002331	556	11848	5984	2731	10.7625899280576
WASP0002332	633	16895	5377	2420	8.49447077409163
WASP0002333	847	20212	8632	3878	10.1912632821724
WASP0002334	917	24417	8553	3885	9.32715376226827
WASP0002335	1032	22698	9965	4547	9.65600775193798
WASP0002336	1041	24741	9560	4398	9.18347742555235
WASP0002337	563	12494	5719	2586	10.158081705151
WASP0002339	3112	82039	34433	15758	11.064588688946
WASP0002340	2214	58854	23806	10752	10.7524841915086
WASP0002341	697	14091	7420	3408	10.6456241032999
WASP0002342	763	17893	8793	4059	11.524246395806
WASP0002343	348	7514	2153	969	6.1867816091954
WASP0002345	881	21024	10351	4727	11.7491486946652
WASP0002346	665	14010	7253	3298	10.9067669172932
WASP0002347	1025	23937	12729	5822	12.4185365853659
WASP0002349	702	16473	7726	3628	11.005698005698
WASP0002350	1604	41146	16998	7605	10.5972568578554
WASP0002351	2502	75836	28493	12965	11.3880895283773
WASP0002352	1162	29700	13747	6375	11.8304647160069
WASP0002353	554	18031	5392	2467	9.73285198555957
WASP0002354	3373	108714	39959	18206	11.8467239845835
WASP0002355	1080	28873	13390	6032	12.3981481481482
WASP0002356	412	10281	3819	1735	9.26941747572816
WASP0002359	1217	33575	15205	6921	12.493837304848
WASP0002360	4736	128398	58063	26701	12.2599239864865
WASP0002361	1214	32249	12353	5503	10.1754530477759
WASP0002362	1668	39604	20229	9246	12.1276978417266
WASP0002363	532	11909	4933	2307	9.27255639097744
WASP0002364	425	9947	4721	2116	11.1082352941176
WASP0002365	1581	40952	19549	8747	12.3649588867805
WASP0002367	1373	35265	15554	7100	11.3284777858704
WASP0002369	451	9895	4510	2102	10
WASP0002370	1044	26463	12582	5824	12.051724137931
WASP0002372	677	17705	7017	3226	10.3648449039882
WASP0002373	1410	33943	18030	8284	12.7872340425532
WASP0002376	264	6360	2573	1170	9.74621212121212
WASP0002377	418	7173	4305	1973	10.299043062201
WASP0002378	2475	58798	33464	15366	13.5208080808081
WASP0002379	533	12534	4916	2221	9.22326454033771
WASP0002380	343	5437	2710	1282	7.90087463556851
WASP0002381	254	14734	1933	851	7.61023622047244
WASP0002382	1998	45622	23086	10822	11.5545545545546
WASP0002383	611	11088	5588	2586	9.14566284779051
WASP0002384	853	17530	10412	4769	12.2063305978898
WASP0003002	2039	45283	17441	7788	8.55370279548798
WASP0003003	539	7241	3809	1746	7.06679035250464
WASP0003005	289	3596	1264	571	4.37370242214533
WASP0003006	165	1660	951	435	5.76363636363636
WASP0003011	359	6049	2158	939	6.01114206128134
WASP0003013	645	11371	4833	2145	7.49302325581395
WASP0003014	1405	24100	9558	4297	6.80284697508897
WASP0003015	2043	41862	18012	8140	8.81644640234949
WASP0003017	236	3978	883	372	3.74152542372881
WASP0003018	600	12030	3841	1690	6.40166666666667
WASP0003021	337	5347	1838	790	5.4540059347181
WASP0003022	568	14278	3123	1263	5.49823943661972
WASP0003023	320	4949	1915	877	5.984375
WASP0003024	247	2515	1677	796	6.78947368421053
WASP0003026	548	8362	4218	1936	7.6970802919708
WASP0003027	1623	38510	11621	5107	7.16019716574245
WASP0003030	155	2106	700	302	4.51612903225807
WASP0003031	1300	22849	11422	5276	8.78615384615385
WASP0003032	445	7497	2729	1239	6.13258426966292
WASP0003035	796	15021	5370	2387	6.7462311557789
WASP0003038	478	8822	3428	1606	7.17154811715481
WASP0003041	796	15501	5567	2518	6.99371859296482
WASP0003043	214	3138	1064	489	4.97196261682243
WASP0003046	550	8093	4452	2062	8.09454545454545
WASP0003047	345	3859	1644	778	4.76521739130435
WASP0003048	1294	30077	9324	4167	7.20556414219475
WASP0003050	753	11106	9892	4638	13.136786188579
WASP0003051	583	9898	4255	1959	7.29845626072041
WASP0003052	201	2761	1220	573	6.06965174129353
WASP0003057	923	17078	11686	4989	12.6608884073673
WASP0003058	1227	25313	10585	4831	8.62673186634067
WASP0003059	1316	28206	10534	4710	8.00455927051672
WASP0003060	646	15457	4633	2069	7.171826625387
WASP0003061	345	3898	2225	1014	6.44927536231884
WASP0003064	741	10804	5090	2359	6.86909581646424
WASP0003068	1135	21904	9025	4170	7.95154185022027
WASP0003069	428	5607	2989	1398	6.98364485981308
WASP0003070	221	2748	1272	582	5.75565610859729
WASP0003075	292	4344	1690	759	5.78767123287671
WASP0003078	712	9337	4844	2285	6.80337078651685
WASP0003079	138	1728	792	366	5.73913043478261
WASP0003083	1584	22781	15369	7302	9.70265151515152
WASP0003084	709	8211	6084	2900	8.58110014104372
WASP0003087	696	8152	5529	2591	7.94396551724138
WASP0003088	245	2438	1512	726	6.17142857142857
WASP0003090	596	9349	4129	1858	6.92785234899329
WASP0003091	314	4058	1999	922	6.36624203821656
WASP0003094	434	5656	3084	1432	7.10599078341014
WASP0003098	493	7894	4032	1864	8.17849898580122
WASP0003099	2260	37573	18988	8838	8.40176991150443
WASP0003100	132	791	650	298	4.92424242424242
WASP0003101	429	7768	2686	1209	6.26107226107226
WASP0003102	711	12046	5174	2378	7.27707454289733
WASP0003106	4694	104031	41867	18822	8.91925862803579
WASP0003108	495	8403	3656	1657	7.38585858585859
WASP0003109	774	29836	5546	2283	7.16537467700258
WASP0003110	691	14441	4983	2245	7.21128798842258
WASP0003111	634	10153	4724	2115	7.45110410094637
WASP0003113	1210	24976	8811	3965	7.28181818181818
WASP0003114	279	4897	1519	692	5.44444444444445
WASP0003115	478	8589	3242	1437	6.78242677824268
WASP0003116	1103	22929	9222	4117	8.3608340888486
WASP0003118	519	8273	3460	1585	6.66666666666667
WASP0003119	802	12284	5710	2602	7.11970074812968
WASP0003121	945	20603	6839	3072	7.23703703703704
WASP0003122	720	11173	4453	1963	6.18472222222222
WASP0003124	2062	46176	19120	8902	9.2725509214355
WASP0003126	1338	27001	11879	5439	8.87817638266069
WASP0003127	1276	22278	9332	4267	7.31347962382445
WASP0003128	2174	40149	15444	6978	7.10395584176633
WASP0003133	935	18982	6611	2962	7.07058823529412
WASP0003135	241	3327	1546	718	6.4149377593361
WASP0003136	764	9328	6137	2913	8.03272251308901
WASP0003137	671	12490	4841	2191	7.21460506706408
WASP0003139	629	11807	4878	2213	7.75516693163752
WASP0003141	374	6895	2776	1256	7.42245989304813
WASP0003142	1033	20389	7629	3383	7.38528557599226
WASP0003143	332	4658	1490	666	4.48795180722892
WASP0003145	183	2316	1081	510	5.90710382513661
WASP0003147	300	4627	2077	967	6.92333333333333
WASP0003149	983	15558	8905	4198	9.05900305188199
WASP0003150	392	6704	2481	1128	6.32908163265306
WASP0003153	628	11494	4649	2108	7.40286624203822
WASP0003154	514	8914	3146	1420	6.12062256809339
WASP0003156	1633	28167	14238	6524	8.71892222902633
WASP0003158	501	7617	3723	1718	7.4311377245509
WASP0003159	151	1928	573	263	3.79470198675497
WASP0003163	1295	18586	10632	4945	8.21003861003861
WASP0003166	1017	17903	8059	3680	7.92428711897738
WASP0003168	549	7028	4725	2223	8.60655737704918
WASP0003169	1083	15523	10411	4893	9.61311172668513
WASP0003170	256	7084	1103	432	4.30859375
WASP0003171	1458	25248	12707	5920	8.71536351165981
WASP0003172	214	3877	1389	647	6.49065420560748
WASP0003175	421	4552	3198	1520	7.59619952494062
WASP0003180	318	3794	2356	1114	7.40880503144654
WASP0003181	550	12605	6592	2688	11.9854545454545
WASP0003182	849	11234	6768	3187	7.97173144876325
WASP0003184	441	4812	3127	1481	7.09070294784581
WASP0003187	387	5509	2677	1224	6.91731266149871
WASP0003189	341	5087	2811	1354	8.24340175953079
WASP0003190	904	9775	7072	3390	7.82300884955752
WASP0003193	122	2782	853	365	6.99180327868853
WASP0003194	1407	46054	14436	6515	10.2601279317697
WASP0003195	1204	32988	11882	5409	9.8687707641196
WASP0003197	2244	77351	24001	10737	10.695632798574
WASP0003199	944	30316	7513	3239	7.95868644067797
WASP0003200	635	13874	7200	3382	11.3385826771654
WASP0003201	634	17291	4881	2180	7.698738170347
WASP0003202	1011	30334	10875	4887	10.7566765578635
WASP0003203	880	24746	8193	3744	9.31022727272727
WASP0003204	506	13943	3274	1448	6.4703557312253
WASP0003205	2800	93973	27970	12390	9.98928571428571
WASP0003206	689	12997	7831	3543	11.3657474600871
WASP0003208	801	20300	8108	3672	10.1223470661673
WASP0003209	806	20469	7137	3207	8.85483870967742
WASP0003210	2773	118265	31484	14020	11.3537684817887
WASP0003211	1416	49026	14343	6311	10.1292372881356
WASP0003212	853	22464	9112	4220	10.6822977725674
WASP0003213	2415	61368	28033	12835	11.607867494824
WASP0003214	461	13122	3845	1767	8.34056399132321
WASP0003215	208	5538	1326	588	6.375
WASP0003216	333	6586	2727	1263	8.18918918918919
WASP0003217	574	16972	4257	1903	7.41637630662021
WASP0003218	1543	38571	16547	7612	10.7239144523655
WASP0003222	1000	25849	9839	4485	9.839
WASP0003223	1623	54956	15745	6934	9.70117067159581
WASP0003225	538	15489	4881	2227	9.0724907063197
WASP0003226	471	11332	4713	2137	10.0063694267516
WASP0003231	223	3672	1493	706	6.69506726457399
WASP0003233	737	20101	7128	3256	9.67164179104478
WASP0003234	1354	71059	10122	3951	7.47562776957164
WASP0003235	490	17749	4037	1727	8.23877551020408
WASP0003238	213	3706	1085	471	5.09389671361502
WASP0003239	1598	38249	18073	8468	11.3097622027534
WASP0003240	385	6170	2986	1409	7.75584415584416
WASP0003243	410	9796	3805	1810	9.28048780487805
WASP0003246	419	9738	3578	1627	8.53937947494033
WASP0003247	1244	27088	12637	5880	10.1583601286174
WASP0003248	381	6385	3783	1817	9.92913385826772
WASP0003249	191	4172	1024	432	5.36125654450262
WASP0003250	241	7637	1578	698	6.54771784232365
WASP0003251	1795	63673	16642	7493	9.27130919220056
WASP0003252	478	11989	4002	1835	8.37238493723849
WASP0003253	918	23968	10814	5076	11.7799564270153
WASP0003255	265	4477	2783	1311	10.5018867924528
WASP0003256	512	8538	4579	2114	8.943359375
WASP0003260	173	3990	1207	547	6.97687861271676
WASP0003266	433	12040	4149	1870	9.58198614318707
WASP0003269	280	6131	2424	1121	8.65714285714286
WASP0003270	476	6688	4492	2148	9.43697478991597
WASP0003271	718	11971	8796	4177	12.2506963788301
WASP0003273	489	18494	4339	1845	8.87321063394683
WASP0003274	2976	104655	40121	18539	13.4815188172043
WASP0003275	2087	47630	22158	10416	10.6171538092956
WASP0003279	694	12513	6818	3179	9.82420749279539
WASP0003280	371	5517	3092	1462	8.33423180592992
WASP0003281	916	22561	12206	5203	13.325327510917
WASP0003284	1876	34334	22758	10916	12.1311300639659
WASP0003286	182	4745	1106	488	6.07692307692308
WASP0003288	254	4509	2686	1245	10.5748031496063
WASP0003290	1082	38239	11434	5097	10.5674676524954
WASP0003291	1299	36566	12873	5774	9.90993071593534
WASP0003292	9562	386006	115079	50881	12.0350345116085
WASP0003294	315	9369	1833	752	5.81904761904762
WASP0003296	121	2621	910	406	7.52066115702479
WASP0003297	430	12197	4249	1911	9.88139534883721
WASP0003298	3791	122048	54515	25356	14.3801107887101
WASP0003299	3045	95429	32457	14694	10.6591133004926
WASP0003300	2761	90890	32191	14476	11.6591814559942
WASP0003302	369	10306	2842	1226	7.70189701897019
WASP0003304	1215	29886	11614	5373	9.55884773662551
WASP0003305	350	10749	2012	777	5.74857142857143
WASP0003306	574	13486	4512	2062	7.86062717770035
WASP0003307	1476	39581	14817	6741	10.0386178861789
WASP0003308	360	7585	2798	1231	7.77222222222222
WASP0003310	1477	34400	16659	7736	11.2789438050102
WASP0003311	1120	32135	11161	4984	9.96517857142857
WASP0003312	386	7198	3920	1782	10.1554404145078
WASP0003314	1041	30965	9083	4032	8.7252641690682
WASP0003315	1307	36512	12695	5731	9.71308339709258
WASP0003316	839	25088	6830	3076	8.14064362336115
WASP0003317	676	19074	5475	2483	8.0991124260355
WASP0003318	267	3365	1021	454	3.82397003745318
WASP0003319	533	10794	4751	2222	8.91369606003752
WASP0003321	180	4065	696	295	3.86666666666667
WASP0003323	198	6532	1057	446	5.33838383838384
WASP0003325	288	6253	2518	1143	8.74305555555556
WASP0003328	291	7200	3347	1555	11.5017182130584
WASP0003330	2874	104843	30684	13776	10.6764091858038
WASP0003331	2004	68784	26541	12283	13.2440119760479
WASP0003332	379	8343	3784	1818	9.98416886543536
WASP0003334	987	42416	7226	2873	7.32117527862209
WASP0003335	875	20804	9422	4292	10.768
WASP0003336	282	5717	2091	975	7.41489361702128
WASP0003337	609	9758	6447	3054	10.5862068965517
WASP0003339	1331	35312	15406	7239	11.5747558226897
WASP0003340	4011	110272	56250	26268	14.0239341810022
WASP0003341	866	20186	10099	4770	11.661662817552
WASP0003343	717	15010	7498	3492	10.4574616457462
WASP0003344	286	3944	2550	1193	8.91608391608392
WASP0003345	745	19476	6314	2779	8.4751677852349
WASP0003347	344	9054	3031	1396	8.81104651162791
WASP0003348	2455	73932	28902	13160	11.7727087576375
WASP0003350	693	14437	8527	4037	12.3044733044733
WASP0003351	766	21965	8150	3773	10.6396866840731
WASP0003352	1740	36973	18146	8401	10.4287356321839
WASP0003353	1408	32907	14597	6815	10.3671875
WASP0003354	984	30552	21001	9597	21.3424796747967
WASP0003355	475	12549	3916	1673	8.24421052631579
WASP0003356	209	4370	1735	822	8.30143540669856
WASP0003357	517	12079	5022	2344	9.7137330754352
WASP0003360	200	3371	1741	795	8.705
WASP0003362	2313	64062	24590	11275	10.63121487246
WASP0003364	351	8251	2983	1384	8.4985754985755
WASP0003365	369	8800	3078	1417	8.34146341463415
WASP0003368	375	8513	4099	1960	10.9306666666667
WASP0003369	348	8627	2731	1233	7.84770114942529
WASP0003370	233	4164	2097	989	9
WASP0003371	1114	23797	17565	8376	15.7675044883303
WASP0003374	445	9313	4368	2028	9.81573033707865
WASP0003377	1294	30219	15143	7079	11.7024729520866
WASP0003378	2113	35240	26086	12465	12.3454803596782
WASP0003380	1662	37519	19016	8960	11.4416365824308
WASP0003381	1242	26080	14076	6645	11.3333333333333
WASP0003383	318	5545	2124	977	6.67924528301887
WASP0003384	1120	17676	15660	7564	13.9821428571429
WASP0004002	1209	21163	6774	2973	5.6029776674938
WASP0004003	808	12679	4545	2040	5.625
WASP0004007	2115	39290	12877	5620	6.08841607565012
WASP0004008	2230	50662	14827	6515	6.64887892376682
WASP0004009	1354	29135	8482	3739	6.26440177252585
WASP0004011	4433	84002	28465	12385	6.42115948567562
WASP0004013	1581	29064	10722	4746	6.78178368121442
WASP0004015	2498	46242	17093	7693	6.84267413931145
WASP0004016	8248	247877	71752	30766	8.69932104752667
WASP0004018	4414	102223	31127	13769	7.05188038060716
WASP0004020	782	11921	4549	2031	5.81713554987212
WASP0004021	1194	22443	7816	3388	6.54606365159129
WASP0004022	906	15751	6098	2699	6.73068432671082
WASP0004023	475	9960	2532	1084	5.33052631578947
WASP0004024	936	18678	5939	2558	6.34508547008547
WASP0004025	3202	64702	21964	9616	6.85946283572767
WASP0004026	4766	104325	33575	14381	7.04469156525388
WASP0004027	3734	91776	24034	10222	6.43652919121585
WASP0004030	1127	15608	7222	3229	6.40816326530612
WASP0004031	679	8318	4147	1826	6.10751104565538
WASP0004032	3549	83064	23103	9990	6.50972104818259
WASP0004034	7718	173315	54584	23738	7.0722985229334
WASP0004035	1420	26949	8530	3673	6.00704225352113
WASP0004037	6061	132945	45717	20216	7.54281471704339
WASP0004038	2666	58569	17660	7603	6.62415603900975
WASP0004041	4101	74722	27913	12615	6.80638868568642
WASP0004042	1948	35402	12074	5342	6.19815195071869
WASP0004044	2350	45920	16031	7047	6.82170212765958
WASP0004045	9196	251215	79379	34695	8.63190517616355
WASP0004046	1213	22480	6680	2959	5.50700741962078
WASP0004050	369	4949	1473	669	3.99186991869919
WASP0004051	1886	35736	11612	5111	6.15694591728526
WASP0004052	753	12160	4079	1819	5.41699867197875
WASP0004053	781	11794	4227	1880	5.41229193341869
WASP0004054	1387	20163	8862	3971	6.38932948810382
WASP0004055	455	5718	2594	1219	5.7010989010989
WASP0004057	626	9551	3705	1651	5.9185303514377
WASP0004058	609	10399	3095	1391	5.08210180623974
WASP0004059	1824	38493	10662	4713	5.84539473684211
WASP0004060	1113	21131	5862	2542	5.26684636118598
WASP0004061	998	18109	5994	2678	6.0060120240481
WASP0004062	1211	22638	7960	3550	6.57308009909166
WASP0004063	1682	25264	12096	5482	7.19143876337693
WASP0004064	1649	25261	10753	4900	6.52092177077016
WASP0004065	358	5538	1462	640	4.08379888268156
WASP0004066	710	11496	3493	1542	4.91971830985916
WASP0004067	1462	24808	8724	3953	5.9671682626539
WASP0004068	4993	73186	36458	16567	7.3018225515722
WASP0004069	737	14046	4288	1885	5.81818181818182
WASP0004070	6037	104978	43197	19325	7.15537518635084
WASP0004071	1563	33599	9480	4112	6.06525911708253
WASP0004072	4172	92613	28452	12658	6.81975071907958
WASP0004074	480	11696	2148	901	4.475
WASP0004075	2572	50960	18630	8176	7.24339035769829
WASP0004077	2847	62562	18609	8222	6.536354056902
WASP0004080	835	10740	4993	2361	5.97964071856287
WASP0004081	360	4984	1826	840	5.07222222222222
WASP0004084	2731	52385	18372	8096	6.72720615159282
WASP0004085	951	13046	5713	2620	6.00736067297582
WASP0004086	249	4476	1015	449	4.07630522088353
WASP0004087	3175	53941	20867	9500	6.57228346456693
WASP0004088	743	12251	4540	2015	6.11036339165545
WASP0004089	698	8721	3921	1807	5.61747851002865
WASP0004093	1032	17215	6399	2793	6.20058139534884
WASP0004094	3016	53701	21427	9419	7.10444297082228
WASP0004095	3932	70245	26858	12196	6.83062054933876
WASP0004097	5481	94449	38381	17110	7.00255427841635
WASP0004099	543	5546	3527	1669	6.49539594843462
WASP0004100	1527	29684	8628	3764	5.65029469548134
WASP0004102	2341	52769	14439	6438	6.16787697565143
WASP0004103	685	13570	3958	1738	5.77810218978102
WASP0004104	1327	18636	9863	4528	7.43255463451394
